date,open,high,low,close,volume
2024-05-24,84.09141984,84.340608,81.11074608,81.12033024,2812569
2024-05-27,80.99573616,83.26718208,79.76896368,82.73046912,2418117
2024-05-28,82.6154592,82.73046912,80.09482512,80.53569648,2689300
2024-05-29,80.42068656,82.89339984,80.28650832,80.82322128,1898949
2024-05-30,80.67945888,82.01165712,79.66353792,81.69537984,1987939
2024-05-31,81.67621152,83.13300384,81.47494416,81.47494416,1571237
2024-06-03,81.8966472,82.48128096,80.67945888,82.02124128,1323184
2024-06-04,81.46536,83.69846928,81.46536,83.68888512,1954826
2024-06-05,83.4301128,84.33102384,83.12341968,83.48761776,1611600
2024-06-06,84.02433072,85.46195472,83.74639008,84.46520208,2800198
2024-06-07,84.46520208,84.50353872,81.06282528,81.50369664,2524868
2024-06-11,81.04365696,83.94765744,80.3152608,83.51637024,2002686
2024-06-12,83.00840976,84.16809312,82.04999376,82.22250864,1634700
2024-06-13,82.24167696,84.11058816,81.7528848,82.60587504,1948036
2024-06-14,82.74324672,82.74324672,79.99593152,80.51595904,2783260
2024-06-17,80.33934592,84.872416,80.08423808,83.99916224,3341572
2024-06-18,84.14633984,85.25507776,83.50857024,84.12671616,1697244
2024-06-19,84.0874688,84.0874688,80.8495616,81.02617472,2465001
2024-06-20,80.457088,81.30090624,77.54297152,77.62146624,2854370
2024-06-21,77.50372416,78.6909568,75.72778112,78.13168192,2240143
2024-06-24,77.513536,78.89700544,76.3361152,77.1210624,2552633
2024-06-25,77.34673472,77.6607136,73.9812736,74.69753792,3968085
2024-06-26,74.35412352,75.93382976,73.30425664,75.68853376,2522813
2024-06-27,75.17831808,75.53154432,73.92240256,74.65829056,1763427
2024-06-28,74.53073664,76.71877696,74.2756288,74.74659712,1995288
2024-07-01,74.41299456,77.24861632,74.3737472,76.1398784,2000620
2024-07-02,75.88477056,76.95426112,75.305872,75.61985088,1597160
2024-07-03,75.70815744,75.82589952,74.079392,74.48167744,1023062
2024-07-04,74.46205376,74.92321024,72.4604384,72.63705152,1827256
2024-07-05,72.58799232,73.3925632,71.2339584,72.607616,1605011
2024-07-08,72.36232,72.77441728,70.21352704,70.399952,1532864
2024-07-09,70.2527744,73.17670272,69.87992448,72.84310016,2353409
2024-07-10,72.5094976,75.31568384,72.29363712,73.46124608,1701413
2024-07-11,74.56017216,76.2379968,73.7850368,74.45224192,1920246
2024-07-12,74.0303328,74.8643392,73.10801984,74.4718656,1259519
2024-07-15,73.8831552,75.73759296,73.72616576,74.80546816,1279090
2024-07-16,74.74659712,81.7816864,74.45224192,81.192976,4417849
2024-07-17,81.00655104,85.79472896,80.94768,83.55762944,5588525
2024-07-18,83.45951104,84.88222784,82.5175744,84.02859776,2672614
2024-07-19,83.891232,85.64755136,83.51838208,84.75467392,3343536
2024-07-22,84.74486208,84.90185152,83.57725312,84.29351744,1992225
2024-07-23,84.11690432,85.4611264,82.91985984,84.64674368,3379502
2024-07-24,83.9402912,87.815968,83.9402912,85.69661056,3467470
2024-07-25,84.74486208,90.268928,84.34257664,90.268928,4437363
2024-07-26,89.29755584,91.47578432,87.99258112,88.44392576,4004601
2024-07-29,88.551856,89.08169536,85.50037376,85.8045408,2824311
2024-07-30,85.8045408,85.8045408,83.42026368,84.83316864,2138199
2024-07-31,84.872416,86.0007776,83.7440544,85.0195936,2127399
2024-08-01,85.53962112,85.74566976,83.06703744,83.58706496,2062402
2024-08-02,83.37120448,84.56824896,82.5175744,82.8119296,1202659
2024-08-05,82.44889152,84.6761792,80.15292096,80.4080288,2169725
2024-08-06,81.51676672,85.61811584,81.51676672,85.51999744,3056489
2024-08-07,85.05884096,86.71704192,82.92967168,83.16515584,1971759
2024-08-08,83.22402688,83.27308608,81.47751936,81.7326272,1347700
2024-08-09,81.89942848,82.8609888,81.01636288,81.06542208,908197
2024-08-12,80.76125504,81.62469696,80.07442624,80.91824448,777897
2024-08-13,80.57483008,82.30171392,80.3099104,81.8307456,1094248
2024-08-14,81.85036928,81.85036928,78.1022464,78.31810688,1686852
2024-08-15,78.1022464,79.966496,76.88557824,78.30829504,1358228
2024-08-16,78.16111744,78.79888704,77.19955712,77.57240704,1556816
2024-08-19,77.37617024,78.4456608,76.55197568,76.79727168,1391801
2024-08-20,76.532352,76.90520192,74.93302208,75.28624832,948156
2024-08-21,74.8643392,75.88477056,73.35331584,73.47105792,1231785
2024-08-22,73.00990144,73.46124608,71.65586752,72.10721216,1091451
2024-08-23,71.8226688,72.1660832,70.4980704,71.9207872,1305301
2024-08-26,75.4039904,78.5928384,75.1586944,76.777648,3613670
2024-08-27,77.3172992,77.3172992,74.56017216,76.73840064,2107571
2024-08-28,76.74821248,77.77845568,76.05157184,77.022944,1233350
2024-08-29,76.74821248,82.49795072,76.3361152,82.18397184,2702400
2024-08-30,82.18397184,86.06946048,81.75225088,83.92066752,4553250
2024-09-02,83.92066752,84.381824,82.910048,82.910048,2317500
2024-09-03,83.09647296,85.49056192,82.52738624,84.0384096,2015194
2024-09-04,83.47913472,84.872416,83.04741376,83.57725312,1675900
2024-09-05,83.71461888,84.25427008,82.8119296,83.29270976,1447260
2024-09-06,83.29270976,83.87160832,80.5552064,80.71219584,1524700
2024-09-09,80.63370112,81.70319168,79.55439872,80.57483008,1212300
2024-09-10,80.30009856,84.0874688,80.0646144,83.60668864,1769656
2024-09-11,82.74324672,86.52080512,82.7138112,84.89203968,2711002
2024-09-12,85.4120672,86.4423104,83.70480704,83.95991488,1906279
2024-09-13,83.891232,84.381824,81.76206272,82.5175744,2340253
2024-09-18,82.6156928,83.02779008,81.1439168,82.78249408,1485300
2024-09-19,83.40064,83.78330176,82.14472448,82.65494016,1319655
2024-09-20,82.34096128,84.136528,82.09566528,83.91085568,1653412
2024-09-23,84.54862528,85.93209472,83.01797824,84.64674368,1911678
2024-09-24,84.6761792,87.6197312,83.93047936,87.4234944,2438570
2024-09-25,87.53142464,89.4349216,86.05964864,86.42268672,2441243
2024-09-26,86.25588544,89.287744,85.4611264,89.17981376,2088464
2024-09-27,90.268928,93.21248,89.73908864,93.14379712,1765378
